SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_STATUS,AMT_APPLICATION,AMT_CREDIT,AMT_ANNUITY,AMT_DOWN_PAYMENT,RATE_DOWN_PAYMENT,DAYS_DECISION,CNT_PAYMENT,NAME_YIELD_GROUP
1007152,102315,Approved,328000.0,270000.0,9600.0,37600.0,0.1186,-92,6.0,low_normal
1007153,102316,Approved,239000.0,182000.0,9100.0,12500.0,0.1148,-2229,24.0,low_action
1007154,102317,Refused,143000.0,0.0,0.0,0.0,0.1788,-1430,24.0,XNA
1007155,102317,Approved,355000.0,289000.0,7900.0,24500.0,0.0074,-415,24.0,XNA
1007156,102317,Refused,197000.0,0.0,0.0,0.0,0.0677,-1086,12.0,middle
1007157,102318,Approved,85000.0,87000.0,2200.0,13300.0,0.162,-252,18.0,high
1007158,102318,Refused,52000.0,0.0,0.0,0.0,0.2232,-857,48.0,middle
1007159,102318,Refused,20000.0,0.0,0.0,0.0,0.2054,-2309,18.0,XNA
1007160,102319,Refused,164000.0,0.0,0.0,0.0,0.0503,-1033,10.0,high
1007161,102319,Refused,239000.0,0.0,0.0,0.0,0.2163,-517,24.0,XNA
1007162,102319,Approved,217000.0,187000.0,7000.0,27300.0,0.2326,-1180,6.0,low_normal
1007163,102319,Refused,118000.0,0.0,0.0,0.0,0.2006,-76,48.0,high
1007164,102319,Refused,321000.0,0.0,0.0,0.0,0.0367,-1816,36.0,XNA
1007165,102319,Refused,805000.0,0.0,0.0,0.0,0.0763,-1260,36.0,high
1007166,102320,Refused,52000.0,0.0,0.0,0.0,0.1305,-2345,10.0,XNA
1007167,102320,Refused,60000.0,0.0,0.0,0.0,0.0944,-1151,36.0,low_action
1007168,102320,Refused,1879000.0,0.0,0.0,0.0,0.1308,-1313,36.0,middle
1007169,102320,Canceled,202000.0,182000.0,8600.0,2800.0,0.1182,-2831,48.0,low_action
1007170,102320,Refused,167000.0,0.0,0.0,0.0,0.0715,-2266,6.0,low_normal
1007171,102321,Canceled,182000.0,174000.0,9300.0,33000.0,0.2275,-289,18.0,XNA
1007172,102322,Refused,197000.0,0.0,0.0,0.0,0.2033,-1853,48.0,low_normal
1007173,102322,Canceled,180000.0,151000.0,5500.0,18200.0,0.1903,-2024,12.0,low_action
1007174,102322,Approved,112000.0,88000.0,2200.0,10500.0,0.0998,-986,12.0,high
1007175,102322,Approved,350000.0,357000.0,9400.0,18200.0,0.1931,-2559,36.0,XNA
1007176,102322,Approved,294000.0,273000.0,13600.0,14400.0,0.1,-1872,6.0,high
1007177,102322,Refused,257000.0,0.0,0.0,0.0,0.2004,-1746,36.0,high
1007178,102323,Refused,325000.0,0.0,0.0,0.0,0.0613,-1994,48.0,middle
1007179,102323,Approved,249000.0,228000.0,6200.0,31000.0,0.1478,-2465,12.0,low_normal
1007180,102323,Refused,199000.0,0.0,0.0,0.0,0.1535,-2771,36.0,middle
1007181,102323,Canceled,176000.0,179000.0,4500.0,5700.0,0.1105,-2890,48.0,middle
1007182,102323,Refused,548000.0,0.0,0.0,0.0,0.1349,-2797,48.0,low_normal
1007183,102323,Approved,154000.0,161000.0,8800.0,26800.0,0.0494,-1749,48.0,high
1007184,102324,Refused,372000.0,0.0,0.0,0.0,0.0802,-2321,6.0,low_normal
1007185,102324,Refused,25000.0,0.0,0.0,0.0,0.091,-659,24.0,high
1007186,102324,Refused,352000.0,0.0,0.0,0.0,0.2152,-68,24.0,low_normal
1007187,102324,Refused,50000.0,0.0,0.0,0.0,0.1419,-2097,6.0,low_normal
1007188,102324,Refused,714000.0,0.0,0.0,0.0,0.2368,-2530,10.0,low_action
1007189,102324,Approved,111000.0,103000.0,4900.0,3800.0,0.0498,-2467,36.0,high
1007190,102325,Refused,117000.0,0.0,0.0,0.0,0.148,-2449,12.0,high
1007191,102325,Approved,939000.0,945000.0,73800.0,165800.0,0.2054,-1027,36.0,low_normal
1007192,102325,Refused,26000.0,0.0,0.0,0.0,0.2091,-1211,18.0,XNA
1007193,102325,Refused,80000.0,0.0,0.0,0.0,0.2121,-2011,6.0,low_action
1007194,102325,Refused,186000.0,0.0,0.0,0.0,0.0091,-893,36.0,XNA
1007195,102325,Refused,118000.0,0.0,0.0,0.0,0.0369,-331,24.0,middle
1007196,102326,Refused,127000.0,0.0,0.0,0.0,0.0476,-2636,24.0,XNA
1007197,102326,Refused,135000.0,0.0,0.0,0.0,0.1976,-1707,48.0,low_normal
1007198,102326,Approved,9000.0,8000.0,300.0,1400.0,0.2055,-1791,24.0,middle
1007199,102326,Refused,231000.0,0.0,0.0,0.0,0.0349,-2667,24.0,low_action
1007200,102326,Canceled,145000.0,127000.0,5800.0,200.0,0.0081,-2482,48.0,high
1007201,102327,Approved,70000.0,59000.0,2500.0,9800.0,0.1171,-1396,10.0,high
1007202,102327,Approved,296000.0,232000.0,15500.0,39100.0,0.1738,-383,36.0,middle
1007203,102328,Refused,165000.0,0.0,0.0,0.0,0.144,-2230,24.0,middle
1007204,102328,Approved,44000.0,43000.0,3800.0,5900.0,0.1887,-2202,12.0,high
1007205,102328,Approved,36000.0,28000.0,2100.0,5300.0,0.2394,-1118,6.0,low_normal
1007206,102328,Approved,161000.0,147000.0,3900.0,4700.0,0.2156,-1720,18.0,low_normal
1007207,102328,Refused,246000.0,0.0,0.0,0.0,0.2452,-2729,24.0,low_action
1007208,102328,Canceled,77000.0,60000.0,1600.0,7100.0,0.2158,-1297,10.0,XNA
1007209,102329,Approved,82000.0,84000.0,4400.0,15800.0,0.1259,-1453,24.0,middle
1007210,102329,Refused,935000.0,0.0,0.0,0.0,0.0548,-543,12.0,middle
1007211,102329,Refused,48000.0,0.0,0.0,0.0,0.1594,-1462,48.0,low_normal
1007212,102330,Approved,87000.0,80000.0,6900.0,10100.0,0.0942,-1820,48.0,low_normal
1007213,102330,Approved,73000.0,63000.0,4900.0,7300.0,0.054,-1881,48.0,high
1007214,102330,Canceled,102000.0,101000.0,3400.0,10700.0,0.1108,-480,18.0,middle
1007215,102331,Refused,110000.0,0.0,0.0,0.0,0.0978,-1021,36.0,XNA
1007216,102331,Refused,14000.0,0.0,0.0,0.0,0.1309,-2460,10.0,middle
1007217,102331,Canceled,335000.0,346000.0,10400.0,23300.0,0.1397,-2831,36.0,middle
1007218,102331,Refused,17000.0,0.0,0.0,0.0,0.1855,-2607,6.0,XNA
1007219,102331,Refused,76000.0,0.0,0.0,0.0,0.0102,-1931,6.0,XNA
1007220,102332,Refused,77000.0,0.0,0.0,0.0,0.0712,-481,24.0,low_normal
1007221,102332,Approved,107000.0,87000.0,2200.0,6500.0,0.1558,-2155,6.0,high
1007222,102332,Canceled,122000.0,108000.0,4100.0,16300.0,0.229,-644,12.0,high
1007223,102332,Approved,75000.0,65000.0,2300.0,5100.0,0.2359,-2723,48.0,XNA
1007224,102333,Refused,33000.0,0.0,0.0,0.0,0.1061,-1022,12.0,low_normal
1007225,102333,Approved,1151000.0,867000.0,46000.0,99100.0,0.2211,-1501,12.0,middle
1007226,102333,Approved,80000.0,79000.0,3800.0,5500.0,0.0591,-410,18.0,XNA
1007227,102334,Refused,191000.0,0.0,0.0,0.0,0.0855,-827,10.0,low_action
1007228,102334,Approved,271000.0,256000.0,14000.0,19300.0,0.0509,-909,10.0,low_action
1007229,102334,Unused offer,68000.0,55000.0,2900.0,3900.0,0.0214,-846,12.0,XNA
1007230,102334,Approved,86000.0,72000.0,3600.0,1500.0,0.2001,-421,48.0,middle
1007231,102334,Refused,139000.0,0.0,0.0,0.0,0.0572,-1149,24.0,XNA
1007232,102335,Refused,112000.0,0.0,0.0,0.0,0.2309,-1477,6.0,middle
1007233,102335,Refused,30000.0,0.0,0.0,0.0,0.1189,-1335,36.0,XNA
1007234,102335,Approved,210000.0,189000.0,5900.0,20600.0,0.0224,-2565,48.0,high
1007235,102335,Approved,112000.0,101000.0,3300.0,3500.0,0.185,-2167,10.0,low_normal
1007236,102335,Refused,157000.0,0.0,0.0,0.0,0.0948,-2687,12.0,low_normal
1007237,102336,Refused,335000.0,0.0,0.0,0.0,0.229,-1063,36.0,middle
1007238,102336,Approved,162000.0,139000.0,6400.0,5700.0,0.043,-676,36.0,middle
1007239,102336,Approved,73000.0,74000.0,2400.0,14500.0,0.157,-943,12.0,middle
1007240,102336,Refused,31000.0,0.0,0.0,0.0,0.1349,-1854,6.0,low_normal
1007241,102336,Approved,113000.0,117000.0,3300.0,9500.0,0.1087,-1174,18.0,low_normal
1007242,102336,Canceled,23000.0,22000.0,1000.0,1500.0,0.197,-2330,36.0,low_action
1007243,102337,Refused,171000.0,0.0,0.0,0.0,0.0896,-1661,48.0,high
1007244,102337,Refused,21000.0,0.0,0.0,0.0,0.2313,-2393,12.0,low_action
1007245,102337,Refused,67000.0,0.0,0.0,0.0,0.1835,-2201,18.0,low_action
1007246,102337,Refused,173000.0,0.0,0.0,0.0,0.0211,-2477,36.0,middle
1007247,102337,Refused,330000.0,0.0,0.0,0.0,0.038,-9,12.0,XNA
1007248,102338,Approved,790000.0,725000.0,18400.0,15700.0,0.0254,-1456,10.0,low_action
1007249,102338,Approved,128000.0,117000.0,7300.0,15100.0,0.0016,-118,24.0,low_action
1007250,102339,Refused,59000.0,0.0,0.0,0.0,0.0715,-2330,24.0,low_normal
1007251,102339,Refused,20000.0,0.0,0.0,0.0,0.0458,-1446,6.0,middle
1007252,102340,Approved,22000.0,17000.0,800.0,400.0,0.1694,-696,36.0,XNA
1007253,102340,Refused,60000.0,0.0,0.0,0.0,0.1041,-70,36.0,middle
1007254,102340,Refused,231000.0,0.0,0.0,0.0,0.0901,-2802,48.0,high
1007255,102340,Approved,104000.0,102000.0,2600.0,7600.0,0.0457,-2734,12.0,middle
1007256,102341,Canceled,94000.0,79000.0,6100.0,3900.0,0.1471,-2132,6.0,XNA
1007257,102341,Refused,665000.0,0.0,0.0,0.0,0.1822,-2851,6.0,high
1007258,102343,Refused,455000.0,0.0,0.0,0.0,0.1411,-1081,36.0,high
1007259,102344,Refused,215000.0,0.0,0.0,0.0,0.0918,-2722,6.0,middle
1007260,102344,Refused,111000.0,0.0,0.0,0.0,0.0541,-2821,12.0,middle
1007261,102344,Approved,2405000.0,2205000.0,98800.0,392200.0,0.2154,-2250,12.0,XNA
1007262,102344,Unused offer,71000.0,56000.0,1500.0,8800.0,0.0784,-984,36.0,low_normal
1007263,102344,Refused,128000.0,0.0,0.0,0.0,0.0069,-395,48.0,low_action
1007264,102345,Refused,123000.0,0.0,0.0,0.0,0.0647,-1785,12.0,XNA
1007265,102345,Approved,189000.0,150000.0,5700.0,19500.0,0.0563,-1733,10.0,low_action
1007266,102345,Approved,429000.0,342000.0,26400.0,14600.0,0.1665,-157,6.0,middle
1007267,102345,Refused,33000.0,0.0,0.0,0.0,0.1448,-323,48.0,middle
1007268,102346,Canceled,348000.0,322000.0,13400.0,27900.0,0.0771,-1671,24.0,low_normal
1007269,102346,Refused,65000.0,0.0,0.0,0.0,0.0456,-1154,6.0,high
1007270,102346,Canceled,156000.0,158000.0,10300.0,11600.0,0.1659,-364,36.0,XNA
1007271,102346,Canceled,12000.0,10000.0,300.0,300.0,0.0946,-8,10.0,high
1007272,102347,Approved,159000.0,165000.0,5900.0,26700.0,0.0947,-1417,10.0,low_normal
1007273,102347,Approved,51000.0,45000.0,2500.0,6500.0,0.0372,-641,24.0,low_normal
1007274,102348,Refused,169000.0,0.0,0.0,0.0,0.0921,-1619,10.0,middle
1007275,102348,Approved,166000.0,146000.0,4300.0,17500.0,0.1117,-149,10.0,middle
1007276,102348,Refused,61000.0,0.0,0.0,0.0,0.0069,-526,12.0,XNA
1007277,102349,Approved,846000.0,738000.0,18800.0,51300.0,0.0054,-158,24.0,high
1007278,102349,Refused,44000.0,0.0,0.0,0.0,0.0254,-2030,24.0,XNA
1007279,102349,Canceled,168000.0,165000.0,4900.0,10900.0,0.0101,-2034,10.0,XNA
1007280,102349,Approved,194000.0,157000.0,5200.0,8800.0,0.0667,-329,36.0,middle
1007281,102349,Refused,31000.0,0.0,0.0,0.0,0.1478,-713,18.0,high
1007282,102349,Approved,85000.0,75000.0,4600.0,10300.0,0.1844,-344,24.0,low_action
1007283,102350,Approved,128000.0,96000.0,3000.0,3200.0,0.0462,-2786,18.0,low_action
1007284,102350,Approved,229000.0,220000.0,7200.0,11400.0,0.2373,-599,48.0,low_normal
1007285,102352,Refused,118000.0,0.0,0.0,0.0,0.2487,-2518,12.0,low_action
1007286,102352,Refused,66000.0,0.0,0.0,0.0,0.1095,-2761,12.0,low_action
1007287,102352,Approved,51000.0,48000.0,2200.0,1600.0,0.1175,-2741,10.0,middle
1007288,102352,Approved,191000.0,197000.0,18200.0,20300.0,0.0751,-1085,24.0,low_normal
1007289,102352,Approved,126000.0,105000.0,3100.0,5100.0,0.1852,-492,10.0,low_normal
1007290,102352,Approved,114000.0,101000.0,5100.0,12100.0,0.0091,-2848,6.0,low_normal
1007291,102352,Canceled,83000.0,79000.0,2700.0,14400.0,0.0909,-2132,36.0,XNA
1007292,102353,Refused,257000.0,0.0,0.0,0.0,0.1251,-324,6.0,middle
1007293,102353,Refused,46000.0,0.0,0.0,0.0,0.0074,-717,48.0,high
1007294,102353,Refused,50000.0,0.0,0.0,0.0,0.1766,-1362,24.0,high
1007295,102354,Refused,43000.0,0.0,0.0,0.0,0.0241,-1239,48.0,high
1007296,102354,Refused,80000.0,0.0,0.0,0.0,0.1953,-1727,10.0,low_action
1007297,102354,Approved,184000.0,163000.0,6100.0,21000.0,0.0756,-2608,36.0,low_normal
1007298,102355,Approved,64000.0,59000.0,1500.0,10800.0,0.0322,-1360,48.0,middle
1007299,102355,Refused,17000.0,0.0,0.0,0.0,0.1768,-1057,6.0,XNA
1007300,102355,Refused,231000.0,0.0,0.0,0.0,0.1429,-1168,10.0,XNA
1007301,102355,Refused,216000.0,0.0,0.0,0.0,0.1966,-654,48.0,low_action
1007302,102356,Refused,375000.0,0.0,0.0,0.0,0.0758,-2125,36.0,middle
1007303,102357,Approved,39000.0,29000.0,900.0,400.0,0.0479,-2178,24.0,low_action
1007304,102357,Canceled,569000.0,438000.0,13900.0,87400.0,0.1022,-1187,18.0,low_normal
1007305,102358,Refused,410000.0,0.0,0.0,0.0,0.2194,-1805,24.0,XNA
1007306,102358,Approved,151000.0,135000.0,6100.0,17000.0,0.0594,-190,10.0,XNA
1007307,102358,Approved,431000.0,393000.0,10300.0,64400.0,0.2194,-678,24.0,middle
1007308,102359,Approved,362000.0,356000.0,15100.0,16400.0,0.1863,-1691,10.0,XNA
1007309,102359,Approved,154000.0,160000.0,4700.0,22600.0,0.192,-886,24.0,middle
1007310,102359,Approved,91000.0,93000.0,4100.0,17900.0,0.136,-2695,24.0,high
1007311,102359,Canceled,124000.0,97000.0,4500.0,2600.0,0.0535,-1623,24.0,low_action
1007312,102360,Refused,1788000.0,0.0,0.0,0.0,0.2185,-1601,12.0,low_normal
1007313,102360,Refused,77000.0,0.0,0.0,0.0,0.2304,-791,12.0,XNA
1007314,102360,Approved,35000.0,34000.0,1300.0,6200.0,0.123,-2457,10.0,XNA
1007315,102361,Approved,308000.0,311000.0,14200.0,56300.0,0.0016,-1279,36.0,low_normal
1007316,102361,Canceled,89000.0,86000.0,2500.0,11900.0,0.1517,-846,24.0,low_normal
1007317,102362,Approved,120000.0,120000.0,3600.0,9400.0,0.084,-663,18.0,high
1007318,102362,Approved,260000.0,203000.0,6500.0,14300.0,0.1243,-1800,10.0,middle
1007319,102362,Refused,134000.0,0.0,0.0,0.0,0.1993,-1427,24.0,middle
1007320,102362,Refused,56000.0,0.0,0.0,0.0,0.0748,-2328,18.0,high
1007321,102363,Refused,210000.0,0.0,0.0,0.0,0.0738,-1634,10.0,low_action
1007322,102363,Approved,43000.0,41000.0,1200.0,2400.0,0.1128,-555,6.0,low_action
1007323,102363,Refused,95000.0,0.0,0.0,0.0,0.0016,-1495,12.0,high
1007324,102363,Approved,64000.0,52000.0,4000.0,600.0,0.1508,-2079,6.0,low_normal
1007325,102363,Refused,917000.0,0.0,0.0,0.0,0.1181,-1430,24.0,low_action
1007326,102364,Canceled,15000.0,15000.0,500.0,2800.0,0.1316,-1639,48.0,low_normal
1007327,102365,Approved,177000.0,176000.0,4900.0,29300.0,0.1012,-2466,24.0,middle
1007328,102365,Approved,318000.0,313000.0,22800.0,53600.0,0.122,-5,18.0,high
1007329,102365,Approved,581000.0,544000.0,19900.0,87800.0,0.2317,-1611,48.0,low_normal
1007330,102365,Approved,341000.0,292000.0,8200.0,35000.0,0.1871,-2013,6.0,high
1007331,102365,Refused,131000.0,0.0,0.0,0.0,0.1946,-1550,48.0,middle
1007332,102365,Approved,208000.0,185000.0,6800.0,31800.0,0.0753,-2144,12.0,low_action
1007333,102366,Refused,545000.0,0.0,0.0,0.0,0.0398,-197,36.0,XNA
1007334,102366,Approved,200000.0,192000.0,11300.0,25700.0,0.2299,-1390,36.0,middle
1007335,102367,Approved,151000.0,138000.0,5200.0,11800.0,0.1985,-718,48.0,low_action
1007336,102367,Refused,533000.0,0.0,0.0,0.0,0.1053,-1773,6.0,high
1007337,102367,Approved,263000.0,216000.0,19700.0,31700.0,0.0896,-951,48.0,low_normal
1007338,102367,Approved,116000.0,89000.0,3000.0,15200.0,0.0537,-419,18.0,high
1007339,102368,Approved,123000.0,103000.0,9600.0,2100.0,0.2273,-2462,24.0,high
1007340,102368,Canceled,185000.0,156000.0,5000.0,3100.0,0.0724,-1929,6.0,middle
1007341,102368,Refused,691000.0,0.0,0.0,0.0,0.173,-1509,10.0,middle
1007342,102369,Approved,183000.0,173000.0,7200.0,25400.0,0.0185,-490,36.0,middle
1007343,102369,Approved,34000.0,29000.0,1400.0,4700.0,0.2107,-222,18.0,XNA
1007344,102370,Refused,162000.0,0.0,0.0,0.0,0.063,-2758,18.0,low_normal
1007345,102370,Canceled,126000.0,100000.0,4500.0,15200.0,0.1792,-2085,12.0,XNA
1007346,102371,Approved,374000.0,320000.0,8300.0,61800.0,0.0932,-1513,24.0,middle
1007347,102372,Approved,384000.0,346000.0,14300.0,43500.0,0.0851,-2437,6.0,middle
1007348,102372,Canceled,545000.0,522000.0,29800.0,25200.0,0.2218,-180,18.0,low_normal
1007349,102373,Refused,170000.0,0.0,0.0,0.0,0.177,-659,24.0,XNA
1007350,102373,Canceled,11000.0,9000.0,300.0,500.0,0.2219,-2343,6.0,low_normal
1007351,102373,Approved,211000.0,201000.0,16100.0,31700.0,0.2057,-862,10.0,middle
1007352,102373,Refused,160000.0,0.0,0.0,0.0,0.0718,-2602,36.0,XNA
1007353,102373,Refused,113000.0,0.0,0.0,0.0,0.1496,-1600,18.0,middle
1007354,102375,Approved,337000.0,255000.0,7200.0,30400.0,0.174,-2117,12.0,low_normal
1007355,102375,Approved,192000.0,174000.0,7700.0,12900.0,0.0388,-2396,24.0,low_action
1007356,102376,Refused,118000.0,0.0,0.0,0.0,0.0875,-1339,18.0,XNA
1007357,102376,Refused,92000.0,0.0,0.0,0.0,0.0843,-1969,24.0,low_action
1007358,102376,Approved,49000.0,40000.0,2100.0,6800.0,0.2148,-346,12.0,XNA
1007359,102377,Approved,196000.0,187000.0,10600.0,35400.0,0.0061,-921,24.0,high
1007360,102377,Approved,786000.0,691000.0,20200.0,12600.0,0.1496,-2725,24.0,middle
1007361,102377,Approved,49000.0,51000.0,1500.0,7200.0,0.1823,-915,12.0,high
1007362,102378,Canceled,159000.0,146000.0,4400.0,25400.0,0.1424,-1141,12.0,low_action
1007363,102378,Approved,79000.0,66000.0,2500.0,9700.0,0.214,-1275,12.0,middle
1007364,102379,Refused,42000.0,0.0,0.0,0.0,0.221,-415,24.0,XNA
1007365,102379,Canceled,52000.0,42000.0,3400.0,200.0,0.0988,-911,48.0,low_normal
1007366,102380,Refused,128000.0,0.0,0.0,0.0,0.0497,-992,18.0,low_action
1007367,102380,Refused,451000.0,0.0,0.0,0.0,0.2218,-1704,6.0,middle
1007368,102380,Refused,122000.0,0.0,0.0,0.0,0.0575,-516,6.0,middle
1007369,102380,Refused,28000.0,0.0,0.0,0.0,0.1226,-2890,36.0,low_action
1007370,102381,Refused,278000.0,0.0,0.0,0.0,0.1489,-2670,6.0,low_normal
1007371,102381,Refused,87000.0,0.0,0.0,0.0,0.0213,-247,12.0,XNA
1007372,102381,Approved,80000.0,68000.0,2100.0,1200.0,0.1961,-2440,6.0,XNA
1007373,102381,Approved,202000.0,154000.0,7500.0,21500.0,0.135,-1913,48.0,high
1007374,102382,Refused,25000.0,0.0,0.0,0.0,0.1452,-2369,48.0,low_action
1007375,102382,Refused,247000.0,0.0,0.0,0.0,0.1914,-880,6.0,low_action
1007376,102382,Refused,331000.0,0.0,0.0,0.0,0.0284,-348,10.0,XNA
1007377,102382,Refused,260000.0,0.0,0.0,0.0,0.2382,-1806,6.0,low_action
1007378,102382,Refused,156000.0,0.0,0.0,0.0,0.12,-1587,6.0,XNA
1007379,102384,Canceled,28000.0,25000.0,900.0,1700.0,0.1791,-641,18.0,low_normal
1007380,102384,Approved,178000.0,171000.0,6900.0,7000.0,0.0399,-2091,24.0,high
1007381,102384,Approved,243000.0,194000.0,10200.0,1300.0,0.2116,-1884,48.0,low_action
1007382,102385,Canceled,519000.0,478000.0,12200.0,95500.0,0.2184,-2503,24.0,low_action
1007383,102386,Approved,182000.0,153000.0,5900.0,20500.0,0.0987,-1281,18.0,middle
1007384,102386,Approved,64000.0,53000.0,3300.0,600.0,0.1779,-2488,6.0,low_normal
1007385,102386,Canceled,99000.0,81000.0,2100.0,5000.0,0.001,-668,36.0,high
1007386,102387,Refused,37000.0,0.0,0.0,0.0,0.005,-2624,12.0,low_normal
1007387,102387,Refused,209000.0,0.0,0.0,0.0,0.228,-1348,12.0,low_action
1007388,102387,Refused,209000.0,0.0,0.0,0.0,0.1448,-1662,10.0,XNA
1007389,102387,Refused,25000.0,0.0,0.0,0.0,0.1861,-786,6.0,high
1007390,102387,Canceled,33000.0,27000.0,1000.0,3900.0,0.1032,-2075,36.0,low_normal
1007391,102388,Refused,500000.0,0.0,0.0,0.0,0.2181,-2114,10.0,middle
1007392,102388,Refused,107000.0,0.0,0.0,0.0,0.039,-2079,12.0,middle
1007393,102388,Refused,268000.0,0.0,0.0,0.0,0.1938,-2481,6.0,middle
1007394,102388,Unused offer,95000.0,95000.0,6500.0,7700.0,0.0506,-802,36.0,low_action
1007395,102389,Approved,179000.0,166000.0,6200.0,3600.0,0.0461,-2664,36.0,high
1007396,102389,Refused,203000.0,0.0,0.0,0.0,0.1012,-1470,18.0,high
1007397,102389,Approved,52000.0,43000.0,1100.0,4100.0,0.0396,-649,10.0,middle
1007398,102389,Approved,164000.0,125000.0,3800.0,16100.0,0.137,-362,48.0,low_action
1007399,102389,Approved,46000.0,37000.0,1100.0,3300.0,0.0229,-722,12.0,XNA
1007400,102389,Approved,1353000.0,1149000.0,38800.0,156300.0,0.2483,-1096,36.0,low_normal
1007401,102389,Approved,80000.0,62000.0,2600.0,9100.0,0.151,-538,36.0,low_action
1007402,102390,Approved,556000.0,519000.0,23800.0,50700.0,0.1264,-1926,48.0,low_action
1007403,102390,Refused,65000.0,0.0,0.0,0.0,0.1845,-2532,48.0,high
1007404,102390,Approved,189000.0,186000.0,8700.0,31900.0,0.0626,-2454,10.0,middle
1007405,102391,Approved,423000.0,388000.0,16400.0,58600.0,0.1863,-301,36.0,XNA
1007406,102393,Approved,19000.0,18000.0,900.0,800.0,0.1549,-1271,48.0,low_action
1007407,102393,Approved,167000.0,148000.0,6000.0,22000.0,0.2089,-1666,24.0,XNA
1007408,102394,Canceled,34000.0,34000.0,1800.0,500.0,0.1586,-214,24.0,low_normal
1007409,102395,Refused,138000.0,0.0,0.0,0.0,0.002,-436,36.0,XNA
1007410,102395,Approved,87000.0,79000.0,2600.0,13200.0,0.1195,-2265,18.0,low_normal
1007411,102395,Canceled,148000.0,123000.0,8000.0,17400.0,0.0008,-626,10.0,high
1007412,102395,Approved,324000.0,308000.0,16500.0,47300.0,0.1058,-1836,6.0,low_action
1007413,102395,Canceled,162000.0,163000.0,10900.0,26600.0,0.1241,-571,48.0,XNA
1007414,102396,Approved,70000.0,54000.0,2300.0,4700.0,0.2058,-1131,18.0,middle
1007415,102396,Refused,145000.0,0.0,0.0,0.0,0.1064,-659,48.0,low_normal
1007416,102397,Approved,31000.0,24000.0,1600.0,3800.0,0.1597,-2844,36.0,XNA
1007417,102397,Refused,54000.0,0.0,0.0,0.0,0.1504,-2786,12.0,low_normal
1007418,102397,Approved,591000.0,444000.0,16300.0,72900.0,0.2113,-680,10.0,low_normal
1007419,102397,Approved,140000.0,121000.0,4000.0,22500.0,0.159,-988,6.0,middle
1007420,102398,Approved,568000.0,465000.0,24900.0,49100.0,0.0105,-2497,48.0,low_action
1007421,102398,Approved,247000.0,245000.0,11100.0,9600.0,0.1161,-2012,18.0,low_action
1007422,102398,Refused,282000.0,0.0,0.0,0.0,0.137,-1243,12.0,middle
1007423,102398,Approved,540000.0,489000.0,21000.0,11400.0,0.1003,-2575,18.0,XNA
1007424,102398,Refused,226000.0,0.0,0.0,0.0,0.0237,-1245,10.0,high
1007425,102399,Approved,336000.0,281000.0,15600.0,33100.0,0.1423,-178,6.0,middle
1007426,102399,Approved,30000.0,26000.0,1500.0,1100.0,0.134,-2841,48.0,low_action
1007427,102399,Approved,593000.0,518000.0,35000.0,66800.0,0.1837,-1415,6.0,XNA
1007428,102399,Approved,443000.0,386000.0,14000.0,52000.0,0.0484,-1289,6.0,middle
1007429,102399,Approved,63000.0,53000.0,1700.0,2100.0,0.1518,-1057,12.0,middle
1007430,102399,Approved,48000.0,45000.0,1500.0,4200.0,0.0004,-1428,6.0,XNA
1007431,102399,Canceled,438000.0,459000.0,13600.0,19900.0,0.2491,-1923,24.0,middle
1007432,102400,Approved,123000.0,123000.0,7500.0,8800.0,0.0976,-1281,18.0,low_normal
1007433,102402,Approved,40000.0,38000.0,1200.0,500.0,0.1405,-108,6.0,high
1007434,102402,Approved,103000.0,82000.0,2300.0,3200.0,0.0064,-964,10.0,high
1007435,102402,Approved,18000.0,14000.0,500.0,2400.0,0.138,-1726,36.0,low_normal
1007436,102402,Approved,801000.0,775000.0,23700.0,110900.0,0.0822,-2682,48.0,high
1007437,102403,Refused,47000.0,0.0,0.0,0.0,0.0233,-90,48.0,high
1007438,102403,Refused,556000.0,0.0,0.0,0.0,0.1696,-1570,12.0,high
1007439,102403,Refused,315000.0,0.0,0.0,0.0,0.0182,-1014,18.0,high
1007440,102403,Approved,176000.0,146000.0,6900.0,18100.0,0.2318,-1563,10.0,low_action
1007441,102403,Canceled,133000.0,120000.0,9000.0,17600.0,0.2264,-258,48.0,low_normal
1007442,102404,Approved,116000.0,115000.0,3700.0,22300.0,0.1905,-667,18.0,middle
1007443,102404,Refused,27000.0,0.0,0.0,0.0,0.2388,-624,24.0,high
1007444,102404,Canceled,191000.0,190000.0,5900.0,28700.0,0.1526,-1278,36.0,middle
1007445,102405,Approved,322000.0,300000.0,15600.0,11500.0,0.1793,-2847,6.0,low_action
1007446,102406,Approved,143000.0,130000.0,3800.0,4100.0,0.242,-46,48.0,low_action
1007447,102406,Refused,302000.0,0.0,0.0,0.0,0.0944,-1752,18.0,low_normal
1007448,102406,Refused,120000.0,0.0,0.0,0.0,0.0819,-1260,36.0,high
1007449,102406,Refused,456000.0,0.0,0.0,0.0,0.0299,-1248,36.0,high
1007450,102406,Refused,559000.0,0.0,0.0,0.0,0.241,-2714,6.0,low_action
1007451,102406,Refused,259000.0,0.0,0.0,0.0,0.0758,-750,48.0,middle
1007452,102407,Refused,72000.0,0.0,0.0,0.0,0.0902,-642,36.0,high
1007453,102407,Refused,259000.0,0.0,0.0,0.0,0.2197,-1886,6.0,XNA
