SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,APARTMENTS_MODE,APARTMENTS_MEDI,BASEMENTAREA_AVG,BASEMENTAREA_MODE,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_AVG,YEARS_BUILD_MODE,YEARS_BUILD_MEDI,COMMONAREA_AVG,COMMONAREA_MODE,COMMONAREA_MEDI,ELEVATORS_AVG,ELEVATORS_MODE,ELEVATORS_MEDI,ENTRANCES_AVG,ENTRANCES_MODE,ENTRANCES_MEDI,FLOORSMAX_AVG,FLOORSMAX_MODE,FLOORSMAX_MEDI,FLOORSMIN_AVG,FLOORSMIN_MODE,FLOORSMIN_MEDI,LANDAREA_AVG,LANDAREA_MODE,LANDAREA_MEDI,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MEDI,LIVINGAREA_AVG,LIVINGAREA_MODE,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_AVG,NONLIVINGAREA_MODE,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100617,0,Cash loans,F,Y,Y,0,130500.0,234000.0,202500.0,7500.0,Unaccompanied,Working,Higher education,Civil marriage,With parents,0.007507,-12233,-4663,-2404.0,-4530,,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Government,0.790143,0.367518,,0.2227,0.2025,0.1825,0.1734,0.1721,0.1829,0.3143,0.3141,0.2854,0.2606,0.2732,0.2936,0.2625,0.2454,0.2502,0.2943,0.2652,0.329,0.1733,0.2025,0.1698,0.2654,0.3196,0.3276,0.2102,0.2426,0.267,0.3337,0.3608,0.3574,0.2357,0.2203,0.2378,0.1599,0.2104,0.2326,0.2144,0.1979,0.2084,0.2718,0.3053,0.3173,,block of flats,,,No,1.0,0.0,1.0,0.0,-2813.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,3.0
100618,0,Cash loans,F,N,N,0,63000.0,373500.0,310500.0,13000.0,Other_A,Commercial associate,Higher education,Civil marriage,House / apartment,0.022315,-15461,-3499,-3581.0,-3687,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,0,0,1,Medicine,,0.489661,0.524035,0.4307,0.391,0.4355,0.4254,0.3956,0.3979,0.3461,0.383,0.3744,0.4226,0.4164,0.3963,0.5417,0.5232,0.5223,0.4978,0.5396,0.5556,0.5559,0.5286,0.5942,0.3136,0.2811,0.2699,0.348,0.3392,0.352,0.3782,0.3811,0.3872,0.4509,0.4931,0.4794,0.4771,0.4878,0.4691,0.3727,0.4069,0.397,0.333,0.314,0.3326,,block of flats,,"Stone, brick",,1.0,0.0,1.0,0.0,-506.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,1.0
100619,0,Cash loans,F,Y,N,2,337500.0,2002500.0,1768500.0,57500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.01793,-16934,-685,-9025.0,-753,,1,1,0,1,1,0,Managers,4.0,2,2,SUNDAY,14,0,0,0,0,0,0,School,,0.228708,0.594025,0.4096,0.3742,0.3826,0.2027,0.1783,0.1889,0.5043,0.4992,0.5018,0.2571,0.2422,0.2059,0.3328,0.3245,0.3747,0.2403,0.247,0.2673,0.2509,0.2617,0.28,0.435,0.4376,0.4283,0.2437,0.2396,0.2683,0.2359,0.2318,0.2305,0.4498,0.3662,0.389,0.2605,0.3001,0.248,0.2111,0.2659,0.2652,0.25,0.2501,0.2348,,block of flats,0.4467,Mixed,No,1.0,0.0,1.0,0.0,-2908.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,0.0,4.0
100620,1,Cash loans,M,Y,N,0,63000.0,418500.0,382500.0,25000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.046991,-19658,-1045,-10126.0,-2422,19.0,1,1,0,1,1,0,Cleaning staff,2.0,2,2,THURSDAY,10,0,0,0,0,0,1,XNA,,0.491233,,0.3757,0.3832,0.3997,0.3542,0.3658,0.3775,0.3931,0.4029,0.3596,0.3491,0.3559,0.3891,0.2402,0.2175,0.2168,0.2455,0.2209,0.2257,0.1996,0.2233,0.1733,0.2823,0.2541,0.2814,0.2652,0.248,0.3021,0.2726,0.2476,0.2416,0.3242,0.3074,0.3332,0.3413,0.3765,0.3481,0.2515,0.2222,0.2658,0.3417,0.3616,0.3732,,,0.2406,,No,1.0,0.0,1.0,0.0,-712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
100621,0,Cash loans,F,N,N,0,81000.0,373500.0,342000.0,13000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.01477,-13654,-1008,-7.0,-4424,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,6,0,0,0,0,0,0,Trade: type 3,0.832446,0.586077,0.649749,0.1396,0.1359,0.1347,0.1122,0.1118,0.1691,0.1569,0.1821,0.1479,0.1563,0.1451,0.1916,0.1571,0.1722,0.1762,0.1256,0.1468,0.1427,0.1121,0.1099,0.1055,0.1328,0.143,0.1517,0.1003,0.1683,0.1473,0.1878,0.1974,0.1714,0.1436,0.096,0.115,0.1211,0.0729,0.0936,0.1363,0.1764,0.1622,0.2065,0.1662,0.2048,,,,"Stone, brick",,1.0,0.0,1.0,0.0,-3225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0
100622,0,Cash loans,F,N,N,0,184500.0,1021500.0,981000.0,47000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014867,-21228,-348,-1870.0,-3884,,1,1,0,1,1,0,Core staff,1.0,1,1,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.432752,,0.1955,0.1701,0.1644,0.1154,0.1616,0.154,0.2078,0.1552,0.171,0.2806,0.2407,0.2604,0.2308,0.2541,0.2508,0.1741,0.1863,0.1299,0.2551,0.267,0.2782,0.2708,0.3024,0.2902,0.2136,0.2309,0.2161,0.2582,0.2864,0.2902,0.2739,0.2289,0.2605,0.2846,0.303,0.2613,0.167,0.2073,0.2158,0.1843,0.2159,0.2123,,,0.2663,"Stone, brick",,0.0,0.0,0.0,0.0,-2486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
100623,0,Revolving loans,M,N,Y,0,108000.0,1399500.0,1363500.0,43500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.02302,-16319,-3858,-8251.0,-3439,,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,11,0,0,0,0,1,0,Self-employed,0.80167,0.657241,0.61816,0.1171,0.1027,0.1436,0.1296,0.0669,0.0984,0.1248,0.1491,0.1528,0.1166,0.1407,0.1695,0.2073,0.1947,0.1954,0.1724,0.2158,0.1845,0.1961,0.2296,0.1907,0.2459,0.2608,0.1938,0.2288,0.1996,0.1884,0.1118,0.1058,0.0995,0.1376,0.1546,0.1139,0.1495,0.1472,0.1469,0.1747,0.1772,0.1909,0.2007,0.1668,0.1979,,block of flats,,,No,2.0,0.0,2.0,0.0,-1763.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100624,1,Cash loans,F,N,N,0,63000.0,207000.0,198000.0,19500.0,Family,Working,Incomplete higher,Married,House / apartment,0.021162,-20118,-4006,-2686.0,-2937,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Government,0.58809,0.205344,,0.2211,0.1836,0.1613,0.155,0.1664,0.1678,0.1992,0.2113,0.1871,0.1944,0.2329,0.1476,0.1904,0.1715,0.1775,0.1799,0.205,0.2327,0.2848,0.3353,0.2804,0.2871,0.3102,0.2765,0.2077,0.2281,0.2091,0.1882,0.1223,0.1462,0.2666,0.2201,0.2544,0.311,0.2607,0.2771,0.2583,0.245,0.2771,0.2938,0.27,0.2611,,,,"Stone, brick",,0.0,0.0,0.0,0.0,-702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
100625,0,Revolving loans,M,N,N,3,450000.0,985500.0,891000.0,43000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.021567,-8858,-1291,-813.0,-4143,,1,1,0,1,0,0,Medicine staff,5.0,2,2,TUESDAY,14,0,0,0,0,1,1,Construction,,0.442769,0.874048,0.3992,0.4446,0.4314,0.2895,0.3019,0.2951,0.4014,0.3584,0.3741,0.2527,0.2409,0.2663,0.535,0.5549,0.5228,0.5154,0.5411,0.5059,0.3834,0.382,0.3795,0.38,0.3938,0.4004,0.5218,0.56,0.5255,0.2723,0.2803,0.2563,0.3365,0.3199,0.3443,0.3884,0.3589,0.3867,0.3388,0.3814,0.3804,0.409,0.3837,0.3873,,block of flats,,,,4.0,0.0,4.0,0.0,-3667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,1.0
100626,0,Cash loans,M,Y,N,0,85500.0,144000.0,117000.0,5000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022134,-14270,-1750,-4441.0,-5260,,1,1,1,1,1,0,Accountants,1.0,2,2,MONDAY,12,0,0,0,0,0,0,Other,,0.449077,0.328212,0.3589,0.3699,0.3876,0.2967,0.2801,0.2769,0.2099,0.2395,0.2028,0.1855,0.168,0.177,0.2983,0.2905,0.2773,0.2129,0.2129,0.1974,0.3601,0.3797,0.3353,0.2256,0.2374,0.1864,0.196,0.1846,0.1703,0.3676,0.3822,0.3876,0.208,0.1827,0.207,0.2861,0.2505,0.262,0.2878,0.272,0.2825,0.2957,0.2989,0.2637,,,0.3501,,,0.0,0.0,0.0,0.0,-2595.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,1.0,3.0
100627,1,Cash loans,F,N,Y,1,130500.0,1336500.0,1296000.0,56000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020709,-10222,-2019,-1555.0,-1029,,1,1,1,1,0,0,Low-skill Laborers,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Medicine,0.029159,0.131835,0.183634,0.08,0.0979,0.073,0.0743,0.111,0.141,0.1322,0.112,0.1104,0.1332,0.1265,0.1113,0.1162,0.127,0.1543,0.1539,0.1997,0.1865,0.1832,0.1999,0.1462,0.1108,0.0972,0.1362,0.1559,0.1738,0.1421,0.1513,0.1296,0.1188,0.1075,0.0957,0.1344,0.1847,0.1571,0.2087,0.0973,0.1235,0.0804,0.094,0.08,0.0945,reg oper account,block of flats,,,,1.0,0.0,1.0,0.0,-3843.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100628,0,Cash loans,M,N,Y,0,130500.0,1345500.0,1098000.0,78500.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.014444,-20660,-2298,-8.0,-2414,,1,1,0,1,0,1,Core staff,1.0,1,1,SUNDAY,13,0,0,0,0,0,1,Security,,0.748061,0.430964,0.2375,0.294,0.283,0.5338,0.5063,0.5068,0.617,0.6321,0.637,0.5592,0.5613,0.5655,0.4606,0.4346,0.4834,0.4479,0.4542,0.4246,0.423,0.4843,0.4505,0.558,0.5766,0.5615,0.4483,0.4596,0.4236,0.3267,0.3091,0.2588,0.3036,0.2684,0.3174,0.5325,0.5283,0.5206,0.5873,0.5669,0.6035,0.2519,0.2867,0.295,,block of flats,0.4413,Panel,,0.0,0.0,0.0,0.0,-2835.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,,0.0,0.0,0.0,
100629,0,Cash loans,F,N,N,1,216000.0,508500.0,414000.0,21000.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.031337,-24066,365243,-1923.0,-5092,,1,0,0,1,0,0,Drivers,3.0,1,1,SATURDAY,7,0,0,0,0,0,0,XNA,,0.652788,0.857801,0.3394,0.3839,0.3405,0.4136,0.416,0.4515,0.4178,0.3826,0.4189,0.3129,0.2996,0.2853,0.3184,0.2694,0.2931,0.6249,0.5837,0.5992,0.4659,0.511,0.5514,0.4256,0.3819,0.4309,0.6009,0.5612,0.5869,0.4082,0.4606,0.3871,0.5514,0.5626,0.5529,0.4193,0.4272,0.4305,0.2884,0.3383,0.3054,0.4468,0.4533,0.465,reg oper account,,0.4518,"Stone, brick",No,3.0,1.0,3.0,0.0,-2924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,2.0,,
100630,0,Cash loans,M,N,Y,0,189000.0,495000.0,418500.0,14000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01496,-23146,365243,-664.0,-3050,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,4,0,1,0,0,0,0,Self-employed,0.441515,0.322889,,0.6457,0.6425,0.6353,0.7935,0.7611,0.7677,0.4452,0.5254,0.4931,0.4039,0.3904,0.4269,0.5882,0.5601,0.5965,0.578,0.5589,0.5873,0.4097,0.4511,0.4553,0.7561,0.7612,0.7468,0.5481,0.5471,0.582,0.6749,0.7082,0.6709,0.684,0.6884,0.6521,0.6509,0.6366,0.615,0.826,0.8286,0.8226,0.4173,0.4771,0.435,reg oper spec account,block of flats,0.5021,,No,1.0,0.0,1.0,0.0,-3869.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100631,0,Revolving loans,M,Y,Y,2,94500.0,310500.0,279000.0,19000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030791,-8566,-556,-164.0,-1056,33.0,1,1,1,1,0,0,Drivers,4.0,3,3,SATURDAY,9,0,0,0,0,0,0,Medicine,0.109885,0.08708,0.035686,0.2433,0.2416,0.2679,0.2098,0.2244,0.2388,0.168,0.1656,0.2185,0.194,0.1319,0.2032,0.2028,0.2207,0.2479,0.1692,0.1685,0.1613,0.1991,0.1924,0.1749,0.2315,0.2533,0.2229,0.1951,0.2394,0.1931,0.1145,0.1015,0.1006,0.2168,0.2542,0.2502,0.1227,0.0837,0.0997,0.2064,0.1832,0.2166,0.2342,0.1971,0.2462,,block of flats,0.2363,,No,2.0,0.0,2.0,0.0,-3510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
100632,0,Cash loans,M,N,Y,0,121500.0,927000.0,850500.0,44000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.044209,-10531,-3558,-271.0,-780,,1,1,0,1,0,0,Private service staff,2.0,3,3,THURSDAY,13,0,0,0,0,1,0,XNA,0.418229,0.392283,,0.0283,0.0917,0.0332,0.094,0.0343,0.0427,0.0204,0.0053,0.0511,0.0609,0.0382,0.0544,0.0471,0.064,0.0785,0.0271,0.0249,0.0515,0.0374,0.0137,0.0226,0.0655,0.0401,0.0857,0.0348,0.058,0.01,0.0734,0.0603,0.047,0.028,0.0797,0.0525,0.0272,0.0464,0.038,0.0362,0.0516,0.0267,0.061,0.0493,0.0303,,,,,No,3.0,1.0,3.0,1.0,-1912.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,2.0
100633,0,Cash loans,F,Y,Y,0,130500.0,252000.0,198000.0,6500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.012286,-12226,-621,-2915.0,-4364,,1,1,0,1,1,0,Laborers,1.0,2,2,SATURDAY,13,0,0,0,0,0,0,XNA,0.884218,0.478307,0.508429,0.249,0.3376,0.2938,0.1595,0.1795,0.1509,0.1844,0.1463,0.1943,0.1865,0.1676,0.1827,0.3189,0.3137,0.3041,0.2736,0.2406,0.2362,0.294,0.3513,0.3337,0.207,0.2221,0.2167,0.286,0.309,0.2954,0.2949,0.2487,0.2843,0.1595,0.1627,0.1954,0.236,0.1918,0.2487,0.2768,0.3128,0.3037,0.3315,0.318,0.3155,,block of flats,0.2831,"Stone, brick",No,2.0,0.0,2.0,0.0,-1148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,
100634,0,Cash loans,F,Y,Y,0,220500.0,292500.0,274500.0,8000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.0725,-18808,-491,-3471.0,-2941,,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Medicine,,0.636082,0.340896,0.267,0.2828,0.2635,0.256,0.2562,0.2829,0.164,0.2052,0.2016,0.2811,0.2588,0.2815,0.2064,0.2403,0.2589,0.3539,0.27,0.2763,0.2249,0.2215,0.2174,0.2652,0.2326,0.2582,0.2888,0.3109,0.3127,0.3327,0.3336,0.3675,0.3437,0.3171,0.3009,0.2408,0.224,0.2434,0.3363,0.3129,0.3295,0.185,0.2081,0.2057,reg oper account,block of flats,0.1925,Panel,,3.0,0.0,3.0,0.0,-2927.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,1.0,1.0
100635,1,Cash loans,M,N,N,0,76500.0,981000.0,801000.0,89000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.012022,-11248,-1750,-105.0,-4744,,1,1,0,1,0,0,Laborers,2.0,3,3,FRIDAY,12,0,0,0,0,1,0,XNA,,0.558423,0.31211,0.2955,0.3129,0.317,0.3143,0.3082,0.34,0.2778,0.2832,0.3164,0.209,0.2279,0.2078,0.1648,0.1724,0.1647,0.3187,0.3258,0.2931,0.1823,0.1286,0.1747,0.258,0.2403,0.253,0.2632,0.2599,0.2258,0.219,0.2655,0.2362,0.1441,0.1955,0.1735,0.3088,0.3098,0.3327,0.1674,0.1436,0.1665,0.1537,0.1577,0.1575,,,0.295,,No,2.0,0.0,2.0,0.0,-1361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,2.0
100636,1,Cash loans,M,N,N,0,445500.0,2061000.0,1728000.0,79500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.012076,-20592,365243,-425.0,-688,,1,0,1,1,0,0,Medicine staff,1.0,1,1,WEDNESDAY,16,0,0,0,0,0,1,Transport: type 4,,0.182645,,0.6297,0.6099,0.5985,0.6872,0.6703,0.709,0.6957,0.6856,0.6745,0.3991,0.4275,0.4148,0.3476,0.3452,0.3717,0.4041,0.4294,0.4298,0.5537,0.5709,0.5737,0.3507,0.3516,0.3667,0.5022,0.5184,0.5583,0.6636,0.6454,0.6448,0.3973,0.4209,0.3786,0.3968,0.354,0.3713,0.7696,0.7502,0.7368,0.7889,0.7632,0.7752,,block of flats,0.5284,,,1.0,0.0,1.0,0.0,-1056.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,2.0,0.0,3.0
100637,0,Cash loans,F,N,N,0,99000.0,495000.0,418500.0,41500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026136,-18904,-1997,-11485.0,-3641,,1,1,0,1,0,0,,1.0,1,1,FRIDAY,12,0,0,0,0,0,0,Self-employed,0.277389,0.283306,0.19815,0.2827,0.2919,0.2573,0.2352,0.2621,0.242,0.3166,0.2886,0.2732,0.3475,0.3703,0.346,0.3571,0.3544,0.3314,0.1738,0.2309,0.1752,0.1903,0.164,0.2053,0.3387,0.3237,0.3059,0.1743,0.1713,0.1598,0.2439,0.2501,0.2462,0.1591,0.1449,0.1869,0.267,0.2364,0.2438,0.2024,0.2103,0.1669,0.1655,0.1862,0.1919,,,0.2339,,No,1.0,0.0,1.0,0.0,-1022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,1.0
100638,0,Cash loans,M,Y,Y,1,148500.0,517500.0,436500.0,13500.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.024589,-21804,-737,-1118.0,-3498,,1,1,1,1,0,0,Accountants,3.0,2,2,FRIDAY,13,0,0,0,0,1,0,Government,0.578151,0.42533,0.623484,0.6744,0.6398,0.6325,0.4549,0.4714,0.4757,0.335,0.3216,0.3382,0.6023,0.5825,0.5937,0.5311,0.4921,0.5158,0.4635,0.4462,0.4851,0.5274,0.5078,0.5275,0.3762,0.4418,0.412,0.5587,0.6045,0.5791,0.3389,0.2939,0.3317,0.437,0.428,0.4194,0.3314,0.3085,0.3205,0.5201,0.5381,0.5485,0.4691,0.4884,0.4729,,,0.6136,Mixed,No,3.0,0.0,3.0,0.0,-1175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100639,0,Cash loans,F,N,Y,1,76500.0,387000.0,360000.0,16500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.019551,-17316,-2205,-1576.0,-2756,,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.353617,0.054261,0.1991,0.2282,0.2096,0.1694,0.1872,0.2032,0.3161,0.2891,0.273,0.167,0.1381,0.1571,0.1844,0.1887,0.184,0.1731,0.1634,0.1353,0.2345,0.2552,0.2339,0.1528,0.154,0.1482,0.2207,0.2417,0.1989,0.2164,0.2446,0.2589,0.2745,0.2292,0.2576,0.2834,0.282,0.2685,0.2813,0.2865,0.3004,0.1608,0.1428,0.1872,reg oper spec account,block of flats,,"Stone, brick",,1.0,0.0,1.0,0.0,-1970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,
100640,0,Cash loans,M,N,Y,0,72000.0,121500.0,94500.0,5500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031057,-16750,-2422,-4683.0,-2564,,1,1,0,1,0,0,,2.0,3,3,TUESDAY,6,0,0,1,0,0,0,Housing,,0.85415,0.59523,0.2219,0.188,0.2032,0.3389,0.3312,0.322,0.3474,0.3061,0.3226,0.2081,0.2228,0.2654,0.2915,0.3137,0.2664,0.3305,0.2768,0.2969,0.2713,0.1863,0.2443,0.2609,0.2651,0.2398,0.2447,0.2719,0.2916,0.2054,0.205,0.2484,0.3214,0.2858,0.2733,0.2362,0.1918,0.2175,0.2054,0.2304,0.2394,0.2936,0.3287,0.2729,,block of flats,0.3486,,No,3.0,1.0,3.0,0.0,-3668.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100641,0,Cash loans,M,Y,Y,1,90000.0,220500.0,180000.0,12000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.021871,-16239,-5775,-925.0,-1627,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,18,0,0,0,0,0,0,Bank,,0.64992,0.359403,0.1294,0.1468,0.1435,0.121,0.1032,0.1073,0.1095,0.0765,0.123,0.0674,0.0849,0.0804,0.048,0.0749,0.1259,0.0817,0.1001,0.0653,0.0882,0.0953,0.1025,0.0967,0.0662,0.0847,0.0772,0.0483,0.0602,0.1473,0.1155,0.1274,0.0763,0.113,0.1027,0.1131,0.0935,0.1024,0.0521,0.065,0.0767,0.0777,0.1146,0.0978,reg oper account,block of flats,0.0478,"Stone, brick",,2.0,0.0,2.0,0.0,-469.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,2.0,2.0
100642,0,Cash loans,F,Y,Y,0,85500.0,355500.0,279000.0,13000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.067308,-20976,365243,-1487.0,-4700,,1,0,1,1,0,0,,2.0,3,3,SUNDAY,4,0,0,0,0,0,0,Medicine,,0.561263,,0.0517,0.0812,0.0488,0.0965,0.1098,0.0833,0.0719,0.068,0.0919,0.0488,0.0902,0.0441,0.0816,0.0593,0.045,0.0778,0.0571,0.0416,0.07,0.0229,0.0217,0.0353,0.067,0.0751,0.0602,0.0999,0.0226,0.0951,0.0863,0.0841,0.0341,0.0716,0.0737,0.0671,0.0897,0.0585,0.0492,0.0639,0.0455,0.1044,0.0758,0.1105,,,,,No,1.0,0.0,1.0,0.0,-2528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
